timestamp,url,filepath,status,http_status,bytes,elapsed_ms
2025-10-14T18:35:13,https://www.drugs.com/cyklx.html,data/html_stranky\www.drugs.com_cyklx.html,ok,200,48670,777
2025-10-14T18:35:30,https://www.drugs.com/opensearch.xml,,skip-nonhtml,200,537,640
2025-10-14T18:35:48,https://www.drugs.com/alpha/condition/a,data/html_stranky\www.drugs.com_alpha_condition_a.html,ok,200,41501,619
2025-10-14T18:36:07,https://www.drugs.com/drug-shortages,data/html_stranky\www.drugs.com_drug-shortages.html,ok,200,46230,1735
2025-10-14T18:36:25,https://www.drugs.com/abilify.html,data/html_stranky\www.drugs.com_abilify.html,ok,200,82026,2023
2025-10-14T18:36:44,https://www.drugs.com/mtm_esp,data/html_stranky\www.drugs.com_mtm_esp.html,ok,200,42566,3227
2025-10-14T18:37:01,https://www.drugs.com/pro,data/html_stranky\www.drugs.com_pro.html,ok,200,40981,1056
2025-10-14T18:37:19,https://www.drugs.com/metformin.html,data/html_stranky\www.drugs.com_metformin.html,ok,200,80351,2230
2025-10-14T18:38:21,https://www.drugs.com/otc,data/html_stranky\www.drugs.com_otc.html,ok,200,44163,1180
2025-10-14T18:38:37,https://www.drugs.com/support/contact.html,data/html_stranky\www.drugs.com_support_contact.html,ok,200,31667,625
2025-10-14T18:38:54,https://www.drugs.com/fda-consumer,data/html_stranky\www.drugs.com_fda-consumer.html,ok,200,43198,1475
2025-10-14T18:39:13,https://www.drugs.com/npp,data/html_stranky\www.drugs.com_npp.html,ok,200,65105,1446
2025-10-14T18:39:31,https://www.drugs.com/diazepam.html,data/html_stranky\www.drugs.com_diazepam.html,ok,200,69936,863
2025-10-14T18:39:49,https://www.drugs.com/rybelsus.html,data/html_stranky\www.drugs.com_rybelsus.html,ok,200,84390,826
2025-10-14T18:40:06,https://www.drugs.com/mtm,data/html_stranky\www.drugs.com_mtm.html,ok,200,41893,1109
2025-10-14T18:40:24,https://www.drugs.com/skyrizi.html,data/html_stranky\www.drugs.com_skyrizi.html,ok,200,95284,2309
2025-10-14T18:40:41,https://www.drugs.com/vyepti.html,data/html_stranky\www.drugs.com_vyepti.html,ok,200,68034,781
2025-10-14T18:40:58,https://www.drugs.com/alpha/condition/o,data/html_stranky\www.drugs.com_alpha_condition_o.html,ok,200,40057,1072
2025-10-14T18:41:16,https://www.drugs.com/alpha/condition/r,data/html_stranky\www.drugs.com_alpha_condition_r.html,ok,200,40077,758
2025-10-14T18:41:32,https://www.drugs.com/benlysta.html,data/html_stranky\www.drugs.com_benlysta.html,ok,200,95439,1066
2025-10-14T18:41:50,https://www.drugs.com/alpha/condition/i,data/html_stranky\www.drugs.com_alpha_condition_i.html,ok,200,40599,862
2025-10-14T18:42:34,https://www.drugs.com/alpha/condition/p,data/html_stranky\www.drugs.com_alpha_condition_p.html,ok,200,41410,27500
2025-10-14T18:42:54,https://www.drugs.com/alpha/condition/z,data/html_stranky\www.drugs.com_alpha_condition_z.html,ok,200,34353,3360
2025-10-14T18:43:12,https://www.drugs.com/support/about.html,data/html_stranky\www.drugs.com_support_about.html,ok,200,34878,2395
2025-10-14T18:43:27,https://www.drugs.com/bundle/css/support/support-print.min.7dda02ad.css,,skip-nonhtml,200,7420,436
2025-10-14T18:43:44,https://www.drugs.com/alpha/condition/x,data/html_stranky\www.drugs.com_alpha_condition_x.html,ok,200,33318,613
2025-10-14T18:44:03,https://www.drugs.com/care_notes.html,data/html_stranky\www.drugs.com_care_notes.html,ok,200,38612,2368
2025-10-14T18:44:19,https://www.drugs.com/clinical_trials.html,data/html_stranky\www.drugs.com_clinical_trials.html,ok,200,55423,384
2025-10-14T18:44:35,https://www.drugs.com/otezla.html,data/html_stranky\www.drugs.com_otezla.html,ok,200,86738,1109
2025-10-14T18:44:54,https://www.drugs.com/answers,data/html_stranky\www.drugs.com_answers.html,ok,200,45294,965
2025-10-14T18:45:11,https://www.drugs.com/alpha/d.html,data/html_stranky\www.drugs.com_alpha_d.html,ok,200,39962,1275
2025-10-14T18:45:29,https://www.drugs.com/cosentyx.html,data/html_stranky\www.drugs.com_cosentyx.html,ok,200,96096,1023
2025-10-14T18:45:45,https://www.drugs.com/sfx,data/html_stranky\www.drugs.com_sfx.html,ok,200,47008,622
